title,url,authors,year,journal,abstract,citations
The influence and value of analogical thinking during new product ideation,https://journals.sagepub.com/doi/abs/10.1509/jmkr.39.1.47.18930,DW Dahl,2002.0,journals.sagepub.com,"Although both the academic and the trade literature have widely acknowledged the need tofoster the development of more-innovative products, little empirical research has examined …",902
[PDF][PDF]Exploring the Value of the Analogy between the Physical Internet and the Digital Internet,https://repository.tudelft.nl/file/File_149a9390-6c01-49b1-bd7d-8cf97c0110b1?preview=1,S van Luik,,repository.tudelft.nl,"… When analogies are used to design, we call itdesign-by-analogy. Many publications havebeen made regardingdesign-byanalogy, especially in industry-related journals, where design …",0
Analogical stimuli retrieval approach based on R-SBF ontology model,https://www.tandfonline.com/doi/abs/10.1080/09544828.2019.1643830,L Jia,2019.0,Taylor & Francis,"Analogy-based design is an effective approach for innovative design involving knowledgerepresentation, analogical sources retrieval, mapping between two systems, and adaptation …",21
Advancing an understanding of design cognition and design metacognition: Progress and prospects,https://www.sciencedirect.com/science/article/pii/S0142694X19300535,LJ Ball,2019.0,Elsevier,Highlights • Reviews progress in advancing an understanding of design cognition andmetacognition. • Identifies consistent evidence of core cognitive strategies in design. • …,161
Analogical recognition of shape and structure in design drawings,https://www.cambridge.org/core/journals/ai-edam/article/analogical-recognition-of-shape-and-structure-in-design-drawings/4BF33F55340E9A6FCCB8283F950D6A74,PW Yaner,2008.0,cambridge.org,We describe a method for constructing a structural model of an unlabeled target two-dimensionalline drawing by analogy to a known source model of a drawing with similar structure. …,29
Design Analogy by Functional Case Modeling and BioTRIZ in Biologically Inspired Design,https://link.springer.com/chapter/10.1007/978-981-97-0922-9_31,GN Zhu,2023.0,Springer,Abstract Design knowledge representation has gained considerable attention due to itscritical role in understanding complex biological cases and knowledge reuse among various …,0
Computer-based design synthesis research: an overview,https://asmedigitalcollection.asme.org/computingengineering/article-abstract/11/2/021003/465824,A Chakrabarti,2011.0,asmedigitalcollection.asme.org,"… A variety of systems fordesignbyanalogyare developed for problem formulation and functionanalysis, mainly using natural language processing eg [(130,131,132,133)]. It is also used …",340
Analogy seeded mind-maps: A comparison of verbal and pictorial representation of analogies in the concept generation process,https://asmedigitalcollection.asme.org/IDETC-CIE/proceedings-abstract/IDETC-CIE2016/50190/258474,KS Marshall,2016.0,asmedigitalcollection.asme.org,"…Designby-Analogyis an area of current research into the use of analogies, either in a nearor far domain, to solve engineering problems. Traditionally, the use of analogies in solving …",23
Characterizing the effects of noise and domain distance in analogous design,https://oaktrust.library.tamu.edu/items/6b150d8e-a830-4019-b852-7099e4c3bd13,R Lopez,2012.0,oaktrust.library.tamu.edu,"… Idea generation throughdesign-byanalogycan enhance the prospect of producinginnovative and novel ideas (Mak & Shu, 2004).Design-by-analogyconsists of transferring …",10
Patent-based analogy search tool for innovative concept generation,https://repositories.lib.utexas.edu/items/937e9c69-a217-445e-9253-8d9f266319a8,JT Murphy,2011.0,repositories.lib.utexas.edu,…Design-by-Analogyis a powerful tool to augment the traditional methods of concept … thefunctional similarity results of a classicDesign-by-Analogyproblem of the guitar pickup winder. …,24
Facilitatingdesign-by-analogy: Development of a complete functional vocabulary and functional vector approach to analogical search,https://research.aalto.fi/en/publications/facilitating-design-by-analogy-development-of-a-complete-function,K Otto,2014.0,research.aalto.fi,"…Design-by-analogyis an effective approach to innovative concept generation, but can be …This approach thereby provides relevant sources ofdesign-by-analogyinspiration. Although …",0
[CITATION][C]Exploration-Based Approach for Computationally SupportedDesign-by-Analogy,,H Song- 2021,2021.0,Georgia Institute of Technology,,0
Design repository and analogy computation via unit language analysis (dracula) repository development,https://asmedigitalcollection.asme.org/IDETC-CIE/proceedings-abstract/IDETC-CIE2015/V01AT02A014/252439,B Lucero,2015.0,asmedigitalcollection.asme.org,… D-APPS employsdesignby-Analogy(DbA) via critical functionality and the engineeringperformance parameters from the specifications to produce functional alternative options to …,10
Overcoming Design Fixation:Design-by-AnalogyStudies and Non-Intuitive Findings,https://orbilu.uni.lu/handle/10993/27038,DP Moreno Grandas,2016.0,orbilu.uni.lu,"… This study also describes the results of twodesignbyanalogy(DbA) methods, WordTreeand SCAMPER, to overcome design fixation in an experiment that involved 97 knowledge-…",0
The Analogy Retriever–an idea generation tool,https://www.designsociety.org/publication/39649/the_analogy_retriever_%E2%80%93_an_idea_generation_tool,J Han,2017.0,designsociety.org,"Idea generation plays a vital role in design, but coming up with ideas, especially creativeideas, is often challenging. Analogy is considered as a fundamental component of creativity …",9
SEABIRD: Scalable search for systematic biologically inspired design,https://www.cambridge.org/core/journals/ai-edam/article/seabird-scalable-search-for-systematic-biologically-inspired-design/FA1681195DA45D0BFC3584D1E601ECD5,D Vandevenne,2016.0,cambridge.org,… This system leverages experience from the product aspects indesignbyanalogytool thatidentifies candidate products for between-domaindesignbyanalogy. SEABIRD is based on …,53
[PDF][PDF]Generalization and Blending in the Generation of Entity-Relationship Schemas by Analogy.,https://www.scitepress.org/Papers/2008/16728/16728.pdf,MA Casanova,2008.0,scitepress.org,"… Also, although simple, the weak entity example helped us gain a better understanding ofdesignbyanalogyand blending. Much work remains to be done, especially to extend the …",9
Obstacles for cognitive analogy in analysis and synthesis in microsystems development,https://link.springer.com/article/10.1007/s00542-012-1627-5,A Albers,2013.0,Springer,"In most cases, product development is not inventing a product completely new and fromscratch, it typically either adds a few newly developed sub-functions to mainly known sub-…",4
Innovation by Analogy-Stages of New Gripper Systems Development,https://dl.acm.org/doi/abs/10.1145/3285957.3285960,A Deaconescu- Proceedings of the 2018 10th International Conference …,2018.0,dl.acm.org,… Innovation anddesignbyanalogyrepresents a working method frequently used for thegeneration of new products and/or technologies. While in some cases this approach only draws …,0
A knowledge-based ideation approach for bio-inspired design,https://www.cambridge.org/core/journals/proceedings-of-the-design-society/article/knowledgebased-ideation-approach-for-bioinspired-design/2AEB8876750C88C5DCABC44D6C03211C,L Chen,2023.0,cambridge.org,…Design-by-analogyis a design methodology that draws … Studies have demonstrated thatDesign-byAnalogy(DbA) … Bio-inspired design (BID) is a form ofdesign-by-analogywherein …,11
Expert representation of design repository space: A comparison to and validation of algorithmic output,https://www.sciencedirect.com/science/article/pii/S0142694X13000495,K Fu,2013.0,Elsevier,"… For brevity, we do not dive deeply into thedesignbyanalogyliterature, here. Most relevantto the current context, the literature finds that the distance of analogies to the current design …",29
[PDF][PDF]Design-by-Analogy: proposta para um modelo de ferramenta computacional de auxílio ao processo de design,https://www.researchgate.net/profile/Fabio_Teixeira15/publication/322159482_Design-by-Analogy_proposta_para_um_modelo_de_ferramenta_computacional_de_auxilio_ao_processo_de_design/links/5a494398458515f6b058c2f8/Design-by-Analogy-proposta-para-um-modelo-de-ferramenta-computacional-de-auxilio-ao-processo-de-design.pdf,FG Teixeira- researchgate.net,,,"… Diante disso, o campoDesign-by-Analogy(DbA) é uma abordagem no design que utiliza osprocessos de analogias para estimular a geração de ideias na busca por soluções inovadoras …",0
"Approaches for supporting exploration for analogical inspiration with behavior, material and component based structural representations of patent databases",https://asmedigitalcollection.asme.org/IDETC-CIE/proceedings-abstract/IDETC-CIE2018/V02AT03A017/273621,H Song,2018.0,asmedigitalcollection.asme.org,… The goal of this work is to provide designers a computationaldesign-by-analogytool toexplore a design repository for analogical inspiration. The computational methodology utilizes a …,4
A comparison of vector and network-based measures for assessing design similarity,https://asmedigitalcollection.asme.org/IDETC-CIE/proceedings-abstract/IDETC-CIE2020/V008T08A006/1089975,A Nandy,2020.0,asmedigitalcollection.asme.org,"… In order to retrieve analogous designs fordesign-byanalogy, … port designers in practicingdesign-by-analogyby minimizing … In most current function-baseddesign-by-analogysystems, …",5
[PDF][PDF]An In Situ Study of Analogical Reasoning in Novice and Experienced Design Engineers,https://www.academia.edu/download/51000437/An_In_Situ_Study_of_Analogical_Reasoning20161221-13683-16tazc0.pdf,S Ahmed-Kristensen,,,This paper describes a study to understand the use of analogies by design engineers withdifferent levels of experience in a variant design domain. Protocol analyses of twelve design …,0
[CITATION][C]Bio-Inspired Design: An,,D Moreno,,,,0
Innovation in graduate projects: Learning to identify critical functions,https://ieeexplore.ieee.org/abstract/document/6685066/,V Viswanathan,2013.0,ieeexplore.ieee.org,"…Design-by-analogyis an effective tool that can help designers in this process [1-5]. Indesign-by-analogy, designers derive their inspiration from an analog system that they have or gain …",3
[PDF][PDF]NSF GRANT CMMI-0555851 NSF PROGRAM NAME: Engineering Design,https://www.academia.edu/download/47578879/Ideation_Methods_Building_on_Fundamental20160727-1504-1jc837o.pdf,CK White,,,"… cognitive processes used indesign-by-analogy, especially for complex … fundamental studiesofdesign-by-analogyand considers a … Design and WordTreeDesign-by-Analogy, seek to …",0
Design principle cards: Toolset to support innovations with additive manufacturing,https://asmedigitalcollection.asme.org/IDETC-CIE/proceedings-abstract/IDETC-CIE2019/V004T05A005/1069883,CA Lauff,2019.0,asmedigitalcollection.asme.org,"… the utility ofdesignbyanalogyin ideation. The reader …designbyanalogyand details ofprevious studies [29,30]. With respect to the creation of the AM principle cards,designbyanalogy…",43
[CITATION][C]The Role of Bio-Analogy in Contemporary Architecture,,WDA Jalil- Engineering and Technology Journal,2016.0,University of Technology,,1
Reducing cognitive bias in biomimetic design by abstracting nouns,https://www.sciencedirect.com/science/article/pii/S0007850613000656,H Cheong,2013.0,Elsevier,"… Indesignbyanalogy, abstraction is considered to be key in transferring knowledge fromone … to supportdesign-by-analogywith other types of domain knowledge and design stimuli. …",16
Design by functional synonyms and antonyms: a structured creative technique based on functional analysis,https://journals.sagepub.com/doi/abs/10.1243/09544054JEM635,G Fantoni,2007.0,journals.sagepub.com,"… While thedesign-by-analogymethod described above tries to find functional similaritiesbetween several products and generates a new product architecture ‘by analogy’, the method …",44
Systematic innovation through patent based product aspect analysis,https://www.sciencedirect.com/science/article/pii/S0007850611000084,JR Duflou,2011.0,Elsevier,"… The effectiveness of this methodology was experimentally validated, demonstrating thesignificance of the proposeddesign-by-analogyapproach based on the described product …",20
Inspiring Multiple Solutions from a Single Analog,https://arc.aiaa.org/doi/pdf/10.2514/6.2010-9234,A Gadwal,2010.0,arc.aiaa.org,…Designbyanalogyis a very powerful tool for innovation. Many modern devices from … otherdevices (designbyanalogy). One of the difficulties withdesignbyanalogyis identifying the …,0
Toward a methodology for systematically generating energy-and materials-efficient concepts using biological analogies,https://asmedigitalcollection.asme.org/mechanicaldesign/article-abstract/137/9/091101/474780,JM O'Rourke,2015.0,asmedigitalcollection.asme.org,… Passive mechanisms are a type of trait found in both biology and engineering that could betargeted throughdesign-by-analogytechniques and used to produce energy efficient designs…,9
Methods of Shoes Style Creation Design,https://www.scientific.net/AMR.424-425.197,WL Peng,2012.0,Trans Tech Publ,"… shoes style creation design, including exciting creation-intelligence encouragement, expandingcreation thought and way, analyzing style, reverse design, seriesdesignbyanalogyand …",0
[PDF][PDF]DRAFT-Analogies to Succeed: Applications to Service Design Problems,https://www.academia.edu/download/43303339/Analogies_to_Succeed_Application_to_a_Se20160303-9709-j487rg.pdf,DP Moreno,2014.0,academia.edu,"… This study explores the impact of twoDesign-by-Analogy(DbA) approaches, SCAMPERand the WordTree method, on creativity and design fixation when solving transactional design …",0
[PDF][PDF]Mind map for biologically inspired covert visual systems: a pilot study,https://www.researchgate.net/profile/Kristin-Wood-2/publication/321152975_Mind_Map_for_Biologically_Inspired_Covert_Visual_Systems_A_pilot_study/links/5b940029a6fdccfd5429a01a/Mind-Map-for-Biologically-Inspired-Covert-Visual-Systems-A-pilot-study.pdf,M Anderson,2017.0,researchgate.net,… We have combined a focusedDesignbyAnalogy(DBA) technique and a Mind Map to createan engineering design tool to enhance the development of innovative ideas for creation of …,23
[CITATION][C]Research ondesign-by-analogybased on refined SBF model,,JIA Lizhen,2018.0,,,5
Winning formulas for metaphor design: A case study of design competitions,https://www.designsociety.org/publication/39005/winning_formulas_for_metaphor_design_a_case_study_of_design_competitions,HH Wang- DS 84: proceedings of the DESIGN 2016 14th …,2016.0,designsociety.org,"… The method ofdesignbyanalogyis to creatively relate some … However, few studies focusedon thedesign-by-analogy… Therefore, this paper is to specify thedesign-by-analogyformulas …",7
[CITATION][C]DANE:Design by Analogyto Nature Engine,,M Helms,2011.0,2011,,3
A methodology for discovering structure in design databases,https://www.designsociety.org/publication/30643/A+METHODOLOGY+FOR+DISCOVERING+STRUCTURE+IN+DESIGN+DATABASES,K Fu,2011.0,designsociety.org,"…Design-by-analogyis a process in which designers are exposed to and make use of design… , thoughdesign-by-analogycan be applied in any domain.Design-by-analogyis becoming …",7
Computer-aided design ideation using innogps,https://asmedigitalcollection.asme.org/IDETC-CIE/proceedings-abstract/IDETC-CIE2019/59186/1069810,J Luo,2019.0,asmedigitalcollection.asme.org,"… Intuitive and directed ideation techniques, such as brainstorming, mind mapping,Design-by-Analogy,SCAMPER, TRIZ and Design Heuristics may empower designers in rapid ideation …",31
Sustainability assessment by analogy in early design stages,https://arpi.unipi.it/handle/11568/541868,G Montelisciani,2012.0,arpi.unipi.it,The paper presents a systematic approach for sustainability assessment of products sincethe very early phases of concept design. The procedure helps the designer in redesigning a …,1
Validation of function pruning rules through similarity at three levels of abstraction,https://asmedigitalcollection.asme.org/mechanicaldesign/article-abstract/134/4/041008/475484,BW Caldwell,2012.0,asmedigitalcollection.asme.org,… Research indesign-by-analogyis currently being conducted … a method fordesign-by-analogythrough the application of a … in conceptual design:design-by-analogythrough functional …,18
[CITATION][C]Fundamental studies indesign-by-analogy: a focus on domain-knowledge experts and appli-cations to transactional design problems. Des Stud 35 (3) …,,DP Moreno,2014.0,Elsevier,,3
"Cognitive, collaborative, conceptual and creative—Four characteristics of the next generation of knowledge-based CAD systems: A study in biologically inspired …",https://www.sciencedirect.com/science/article/pii/S0010448511000820,AK Goel,2012.0,Elsevier,"… This system, called DANE forDesignbyAnalogyto Nature Engine, provides access tofunctional models of biological systems. Initial results from in situ deployment of DANE in a senior-…",299
[HTML][HTML]Speculative design as thought experiment,https://www.sciencedirect.com/science/article/pii/S2405872621000861,L Barendregt,2021.0,Elsevier,"… We argue that understanding speculativedesignbyanalogyto thought experiments couldhelp design practitioners better achieve the aim of public engagement, enabling a more …",42
Deriving design feature vectors for patent images using convolutional neural networks,https://asmedigitalcollection.asme.org/mechanicaldesign/article-abstract/143/6/061405/1091825,S Jiang,2021.0,asmedigitalcollection.asme.org,"… Growing work ondesign-by-analogyhas adopted various vectorization approaches forassociating design documents. However, they only focused on text analysis and ignored visual …",54
An unsupervised deep learning model to discover visual similarity between sketches for visual analogy support,https://asmedigitalcollection.asme.org/IDETC-CIE/proceedings-abstract/IDETC-CIE2020/83976/1089977,Z Zhang,2020.0,asmedigitalcollection.asme.org,"… In summary, a rich body of research ondesignbyanalogyhas yet to be integrated intothe extensive work on visual analogy. Our goal in this paper is fill the gap of the two research …",19
Increasing innovation in multi-function systems: evaluation and experimentation of two ideation methods for design,https://asmedigitalcollection.asme.org/IDETC-CIE/proceedings-abstract/IDETC-CIE2009/965/343220,JM Weaver,2009.0,asmedigitalcollection.asme.org,… The study in this paper evaluates the usefulness of the WordTreeDesign-by-Analogymethodand the Transformation Design method when used in conjunction with two more common …,34
Discovering structure in design databases through functional and surface based mapping,https://asmedigitalcollection.asme.org/mechanicaldesign/article-abstract/135/3/031006/375338,K Fu,2013.0,asmedigitalcollection.asme.org,"… for being the basis of an automateddesign-by-analogyfacilitation tool, there is still much workto … of tools and methods to supportdesign-by-analogy. Computational tools that are able to …",136
Design a folding traffic cone from dumped advertising vinyl banners,http://icbtsproceeding.ssru.ac.th/index.php/ICBTSSWITZERLAND/article/view/336,P Wongtanasuporn,2019.0,icbtsproceeding.ssru.ac.th,"… are exhibited in three design stagesDesignbyanalogy(DbA), … from used vinyl banners,designbyanalogy(DbA) requires … basic requirement of traffic cone throughDesign-by-Analogy…",6
Developing an Ideation Method for Emotive Form Design of Products,https://link.springer.com/chapter/10.1007/978-981-99-0428-0_30,G Vaidya,2023.0,Springer,"… The proposed tool was devised based on the principle ofdesign-by-analogy, where twodiverse domains are compared to form new connections and gain fresh insights. The proposed …",0
[CITATION][C]Design by analogy: A study of the WordTree method for problem re-representation.(2012),,JS Linsey,2012.0,2012,,2
[CITATION][C]Design-by-Analogyusing the WordTree method and a WordTree generating tool,,EV Oriakhi,2011.0,,,2
Discovering nature's design principles with prototypes: a mixed methods sequential explanatory study of the use of physical modelling among biomimicry practitioners …,https://repository.lboro.ac.uk/articles/thesis/Discovering_nature_s_design_principles_with_prototypes_a_mixed_methods_sequential_explanatory_study_of_the_use_of_physical_modelling_among_biomimicry_practitioners_to_manage_knowledge_transfer_and_collaboration_challenges_in_biomimicry/11987556,E Leitch,2020.0,repository.lboro.ac.uk,… Biomimicry is a form ofdesignbyanalogythat derives functional principles from biologyfor application to design. A key challenge faced by practitioners is making the significant …,0
[CITATION][C]Developing Strategies for the Analysis and Implementation of Biomimetic Design Solutions,,A Efstathiadis,2023.0,,,1
[CITATION][C]DANE:Design by Analogyto Nature Engine,,A GOEL,2017.0,2017,,3
Biologically inspired design concept generation using generative pre-trained transformers,https://asmedigitalcollection.asme.org/mechanicaldesign/article-abstract/145/4/041409/1155856,Q Zhu,2023.0,asmedigitalcollection.asme.org,"… This advantage enables PLMs to contribute to divergent thinking during conceptualdesign stage by performing a wide range ofdesign-by-analogytasks, including BID that was …",85
LDA v. LSA: A comparison of two computational text analysis tools for the functional categorization of patents,https://par.nsf.gov/biblio/10055536,T Cvitanic,2016.0,par.nsf.gov,… One means to support fordesign-by-analogy(DbA) in practice involves giving designersefficient access to source analogies as inspiration to solve problems. The patent database has …,55
